#  Problem: Sod Shock Tube
#
#  Exact solution calculated using NUMERICA's HE-E1RPEXACT code.
#  (Chapter 4.9 of Toro's "Riemann Solvers and Numerical Methods
#  for Fluid Dynamics", 2nd edition).
#
#     Position         Density        Velocity        Pressure     Int. Energy
#
      0.000500        1.000000        0.000000        1.000000        2.500000
      0.001500        1.000000        0.000000        1.000000        2.500000
      0.002500        1.000000        0.000000        1.000000        2.500000
      0.003500        1.000000        0.000000        1.000000        2.500000
      0.004500        1.000000        0.000000        1.000000        2.500000
      0.005500        1.000000        0.000000        1.000000        2.500000
      0.006500        1.000000        0.000000        1.000000        2.500000
      0.007500        1.000000        0.000000        1.000000        2.500000
      0.008500        1.000000        0.000000        1.000000        2.500000
      0.009500        1.000000        0.000000        1.000000        2.500000
      0.010500        1.000000        0.000000        1.000000        2.500000
      0.011500        1.000000        0.000000        1.000000        2.500000
      0.012500        1.000000        0.000000        1.000000        2.500000
      0.013500        1.000000        0.000000        1.000000        2.500000
      0.014500        1.000000        0.000000        1.000000        2.500000
      0.015500        1.000000        0.000000        1.000000        2.500000
      0.016500        1.000000        0.000000        1.000000        2.500000
      0.017500        1.000000        0.000000        1.000000        2.500000
      0.018500        1.000000        0.000000        1.000000        2.500000
      0.019500        1.000000        0.000000        1.000000        2.500000
      0.020500        1.000000        0.000000        1.000000        2.500000
      0.021500        1.000000        0.000000        1.000000        2.500000
      0.022500        1.000000        0.000000        1.000000        2.500000
      0.023500        1.000000        0.000000        1.000000        2.500000
      0.024500        1.000000        0.000000        1.000000        2.500000
      0.025500        1.000000        0.000000        1.000000        2.500000
      0.026500        1.000000        0.000000        1.000000        2.500000
      0.027500        1.000000        0.000000        1.000000        2.500000
      0.028500        1.000000        0.000000        1.000000        2.500000
      0.029500        1.000000        0.000000        1.000000        2.500000
      0.030500        1.000000        0.000000        1.000000        2.500000
      0.031500        1.000000        0.000000        1.000000        2.500000
      0.032500        1.000000        0.000000        1.000000        2.500000
      0.033500        1.000000        0.000000        1.000000        2.500000
      0.034500        1.000000        0.000000        1.000000        2.500000
      0.035500        1.000000        0.000000        1.000000        2.500000
      0.036500        1.000000        0.000000        1.000000        2.500000
      0.037500        1.000000        0.000000        1.000000        2.500000
      0.038500        1.000000        0.000000        1.000000        2.500000
      0.039500        1.000000        0.000000        1.000000        2.500000
      0.040500        1.000000        0.000000        1.000000        2.500000
      0.041500        1.000000        0.000000        1.000000        2.500000
      0.042500        1.000000        0.000000        1.000000        2.500000
      0.043500        1.000000        0.000000        1.000000        2.500000
      0.044500        1.000000        0.000000        1.000000        2.500000
      0.045500        1.000000        0.000000        1.000000        2.500000
      0.046500        1.000000        0.000000        1.000000        2.500000
      0.047500        1.000000        0.000000        1.000000        2.500000
      0.048500        1.000000        0.000000        1.000000        2.500000
      0.049500        1.000000        0.000000        1.000000        2.500000
      0.050500        1.000000        0.000000        1.000000        2.500000
      0.051500        1.000000        0.000000        1.000000        2.500000
      0.052500        1.000000        0.000000        1.000000        2.500000
      0.053500        1.000000        0.000000        1.000000        2.500000
      0.054500        1.000000        0.000000        1.000000        2.500000
      0.055500        1.000000        0.000000        1.000000        2.500000
      0.056500        1.000000        0.000000        1.000000        2.500000
