#  Problem: CR Shock Tube
#
#  Exact solution calculated by Munier Salem, using a crude numerical
#  scheme implementing the analytic solution found by Pfrommer 2006
#
#	Position         Density         Velocity        Pressure
#
	0.000000 	 1.000000 	 0.000000 	 2.000000 
	5.050505 	 1.000000 	 0.000000 	 2.000000 
	10.101010 	 1.000000 	 0.000000 	 2.000000 
	15.151515 	 1.000000 	 0.000000 	 2.000000 
	20.202020 	 1.000000 	 0.000000 	 2.000000 
	25.252525 	 1.000000 	 0.000000 	 2.000000 
	30.303030 	 1.000000 	 0.000000 	 2.000000 
	35.353535 	 1.000000 	 0.000000 	 2.000000 
	40.404040 	 1.000000 	 0.000000 	 2.000000 
	45.454545 	 1.000000 	 0.000000 	 2.000000 
	50.505051 	 1.000000 	 0.000000 	 2.000000 
	55.555556 	 1.000000 	 0.000000 	 2.000000 
	60.606061 	 1.000000 	 0.000000 	 2.000000 
	65.656566 	 1.000000 	 0.000000 	 2.000000 
	70.707071 	 1.000000 	 0.000000 	 2.000000 
	75.757576 	 1.000000 	 0.000000 	 2.000000 
	80.808081 	 1.000000 	 0.000000 	 2.000000 
	85.858586 	 0.987819 	 6.477994 	 1.964911 
	90.909091 	 0.963343 	 19.679945 	 1.895002 
	95.959596 	 0.939327 	 32.885272 	 1.827202 
	101.010101 	 0.915767 	 46.093832 	 1.761456 
	106.060606 	 0.892654 	 59.305467 	 1.697709 
	111.111111 	 0.869983 	 72.520320 	 1.635914 
	116.161616 	 0.847752 	 85.738539 	 1.576026 
	121.212121 	 0.825954 	 98.960278 	 1.518000 
	126.262626 	 0.804580 	 112.185028 	 1.461778 
	131.313131 	 0.783629 	 125.413260 	 1.407324 
	136.363636 	 0.763090 	 138.644432 	 1.354583 
	141.414141 	 0.742965 	 151.879372 	 1.303524 
	146.464646 	 0.723244 	 165.117523 	 1.254095 
	151.515152 	 0.703921 	 178.359013 	 1.206254 
	156.565657 	 0.684991 	 191.603696 	 1.159959 
	161.616162 	 0.666452 	 204.852074 	 1.115176 
	166.666667 	 0.648296 	 218.103808 	 1.071859 
	171.717172 	 0.630517 	 231.358824 	 1.029968 
	176.767677 	 0.613112 	 244.617438 	 0.989468 
	181.818182 	 0.596074 	 257.879368 	 0.950320 
	186.868687 	 0.579399 	 271.144934 	 0.912488 
	191.919192 	 0.563080 	 284.413828 	 0.875934 
	196.969697 	 0.547114 	 297.686371 	 0.840626 
	202.020202 	 0.531496 	 310.962454 	 0.806528 
	207.070707 	 0.516219 	 324.241950 	 0.773604 
	212.121212 	 0.501280 	 337.525184 	 0.741825 
	217.171717 	 0.486673 	 350.811781 	 0.711154 
	222.222222 	 0.472392 	 364.102060 	 0.681562 
	227.272727 	 0.458435 	 377.396112 	 0.653020 
	232.323232 	 0.444794 	 390.693511 	 0.625493 
	237.373737 	 0.431466 	 403.994574 	 0.598954 
	242.424242 	 0.418445 	 417.299366 	 0.573374 
	247.474747 	 0.405728 	 430.607952 	 0.548725 
	252.525253 	 0.395192 	 445.437783 	 0.528559 
	257.575758 	 0.395192 	 445.437783 	 0.528559 
	262.626263 	 0.395192 	 445.437783 	 0.528559 
	267.676768 	 0.395192 	 445.437783 	 0.528559 
	272.727273 	 0.395192 	 445.437783 	 0.528559 
	277.777778 	 0.395192 	 445.437783 	 0.528559 
	282.828283 	 0.395192 	 445.437783 	 0.528559 
	287.878788 	 0.395192 	 445.437783 	 0.528559 
	292.929293 	 0.395192 	 445.437783 	 0.528559 
	297.979798 	 0.395192 	 445.437783 	 0.528559 
