#  Problem: Toro Problem #4 (Chapter 10.8)
#
#  Exact solution calculated using NUMERICA's HE-E1RPEXACT code.
#  (Chapter 4.9 of Toro's "Riemann Solvers and Numerical Methods
#  for Fluid Dynamics", 2nd edition).
#
#     Position         Density        Velocity        Pressure     Int. Energy
#
      0.000500        5.999240       19.597500      460.894012      192.063522
      0.001500        5.999240       19.597500      460.894012      192.063522
      0.002500        5.999240       19.597500      460.894012      192.063522
      0.003500        5.999240       19.597500      460.894012      192.063522
      0.004500        5.999240       19.597500      460.894012      192.063522
      0.005500        5.999240       19.597500      460.894012      192.063522
      0.006500        5.999240       19.597500      460.894012      192.063522
      0.007500        5.999240       19.597500      460.894012      192.063522
      0.008500        5.999240       19.597500      460.894012      192.063522
      0.009500        5.999240       19.597500      460.894012      192.063522
      0.010500        5.999240       19.597500      460.894012      192.063522
      0.011500        5.999240       19.597500      460.894012      192.063522
      0.012500        5.999240       19.597500      460.894012      192.063522
      0.013500        5.999240       19.597500      460.894012      192.063522
      0.014500        5.999240       19.597500      460.894012      192.063522
      0.015500        5.999240       19.597500      460.894012      192.063522
      0.016500        5.999240       19.597500      460.894012      192.063522
      0.017500        5.999240       19.597500      460.894012      192.063522
      0.018500        5.999240       19.597500      460.894012      192.063522
      0.019500        5.999240       19.597500      460.894012      192.063522
      0.020500        5.999240       19.597500      460.894012      192.063522
      0.021500        5.999240       19.597500      460.894012      192.063522
      0.022500        5.999240       19.597500      460.894012      192.063522
      0.023500        5.999240       19.597500      460.894012      192.063522
      0.024500        5.999240       19.597500      460.894012      192.063522
      0.025500        5.999240       19.597500      460.894012      192.063522
      0.026500        5.999240       19.597500      460.894012      192.063522
      0.027500        5.999240       19.597500      460.894012      192.063522
      0.028500        5.999240       19.597500      460.894012      192.063522
      0.029500        5.999240       19.597500      460.894012      192.063522
      0.030500        5.999240       19.597500      460.894012      192.063522
      0.031500        5.999240       19.597500      460.894012      192.063522
      0.032500        5.999240       19.597500      460.894012      192.063522
      0.033500        5.999240       19.597500      460.894012      192.063522
      0.034500        5.999240       19.597500      460.894012      192.063522
      0.035500        5.999240       19.597500      460.894012      192.063522
      0.036500        5.999240       19.597500      460.894012      192.063522
      0.037500        5.999240       19.597500      460.894012      192.063522
      0.038500        5.999240       19.597500      460.894012      192.063522
      0.039500        5.999240       19.597500      460.894012      192.063522
      0.040500        5.999240       19.597500      460.894012      192.063522
      0.041500        5.999240       19.597500      460.894012      192.063522
      0.042500        5.999240       19.597500      460.894012      192.063522
      0.043500        5.999240       19.597500      460.894012      192.063522
      0.044500        5.999240       19.597500      460.894012      192.063522
      0.045500        5.999240       19.597500      460.894012      192.063522
      0.046500        5.999240       19.597500      460.894012      192.063522
      0.047500        5.999240       19.597500      460.894012      192.063522
