0.000000e+00 1.000000e+00 0.000000e+00 
0.000000e+00 1.013583e+00 5.350931e-05 
0.000000e+00 1.027351e+00 1.084816e-04 
0.000000e+00 1.041305e+00 1.649577e-04 
0.000000e+00 1.055450e+00 2.229785e-04 
0.000000e+00 1.069786e+00 2.825863e-04 
0.000000e+00 1.084317e+00 3.438243e-04 
0.000000e+00 1.099045e+00 4.067371e-04 
0.000000e+00 1.113974e+00 4.713705e-04 
0.000000e+00 1.129105e+00 5.377718e-04 
0.000000e+00 1.144442e+00 6.059892e-04 
0.000000e+00 1.159987e+00 6.760726e-04 
0.000000e+00 1.175743e+00 7.480729e-04 
0.000000e+00 1.191714e+00 8.220426e-04 
0.000000e+00 1.207901e+00 8.980352e-04 
0.000000e+00 1.224308e+00 9.761057e-04 
0.000000e+00 1.240938e+00 1.056312e-03 
0.000000e+00 1.257794e+00 1.138712e-03 
0.000000e+00 1.274878e+00 1.223366e-03 
0.000000e+00 1.292195e+00 1.310335e-03 
0.000000e+00 1.309747e+00 1.399682e-03 
0.000000e+00 1.327538e+00 1.491474e-03 
0.000000e+00 1.345570e+00 1.585776e-03 
0.000000e+00 1.363847e+00 1.682657e-03 
0.000000e+00 1.382372e+00 1.782189e-03 
0.000000e+00 1.401149e+00 1.884441e-03 
0.000000e+00 1.420181e+00 1.989492e-03 
0.000000e+00 1.439472e+00 2.097415e-03 
0.000000e+00 1.459024e+00 2.208289e-03 
0.000000e+00 1.478842e+00 2.322197e-03 
0.000000e+00 1.498930e+00 2.439220e-03 
0.000000e+00 1.519290e+00 2.559444e-03 
0.000000e+00 1.539927e+00 2.682955e-03 
0.000000e+00 1.560844e+00 2.809846e-03 
0.000000e+00 1.582045e+00 2.940206e-03 
0.000000e+00 1.603534e+00 3.074132e-03 
0.000000e+00 1.625315e+00 3.211721e-03 
0.000000e+00 1.647392e+00 3.353073e-03 
0.000000e+00 1.669768e+00 3.498291e-03 
0.000000e+00 1.692449e+00 3.647481e-03 
0.000000e+00 1.715438e+00 3.800751e-03 
0.000000e+00 1.738739e+00 3.958214e-03 
0.000000e+00 1.762356e+00 4.119983e-03 
0.000000e+00 1.786295e+00 4.286177e-03 
0.000000e+00 1.810558e+00 4.456916e-03 
0.000000e+00 1.835151e+00 4.632326e-03 
0.000000e+00 1.860078e+00 4.812532e-03 
0.000000e+00 1.885344e+00 4.997668e-03 
0.000000e+00 1.910953e+00 5.187866e-03 
0.000000e+00 1.936910e+00 5.383268e-03 
0.000000e+00 1.963219e+00 5.584014e-03 
0.000000e+00 1.989886e+00 5.790249e-03 
0.000000e+00 2.016915e+00 5.364985e-03 
0.000000e+00 2.044311e+00 5.489168e-03 
0.000000e+00 2.072079e+00 6.160623e-03 
0.000000e+00 2.100224e+00 7.327441e-03 
0.000000e+00 2.128752e+00 8.941695e-03 
0.000000e+00 2.157667e+00 1.095899e-02 
0.000000e+00 2.186975e+00 1.333848e-02 
0.000000e+00 2.216681e+00 1.604234e-02 
0.000000e+00 2.246790e+00 1.903586e-02 
0.000000e+00 2.277308e+00 2.228691e-02 
0.000000e+00 2.308242e+00 2.576607e-02 
0.000000e+00 2.339595e+00 2.944617e-02 
0.000000e+00 2.371374e+00 3.330239e-02 
0.000000e+00 2.403584e+00 3.731188e-02 
0.000000e+00 2.436233e+00 4.145370e-02 
0.000000e+00 2.469324e+00 4.570878e-02 
0.000000e+00 2.502865e+00 5.005958e-02 
0.000000e+00 2.536862e+00 5.449019e-02 
0.000000e+00 2.571321e+00 5.898609e-02 
0.000000e+00 2.606247e+00 6.353403e-02 
0.000000e+00 2.641648e+00 6.812201e-02 
0.000000e+00 2.677530e+00 7.273922e-02 
0.000000e+00 2.713899e+00 7.737575e-02 
0.000000e+00 2.750763e+00 8.202283e-02 
0.000000e+00 2.788127e+00 8.667243e-02 
0.000000e+00 2.825998e+00 9.131740e-02 
0.000000e+00 2.864384e+00 9.595138e-02 
0.000000e+00 2.903291e+00 1.005686e-01 
0.000000e+00 2.942727e+00 1.051641e-01 
0.000000e+00 2.982699e+00 1.097333e-01 
0.000000e+00 3.023213e+00 1.142723e-01 
0.000000e+00 3.064278e+00 1.187777e-01 
0.000000e+00 3.105900e+00 1.232465e-01 
0.000000e+00 3.148088e+00 1.276762e-01 
0.000000e+00 3.190849e+00 1.320645e-01 
0.000000e+00 3.234191e+00 1.364096e-01 
0.000000e+00 3.278121e+00 1.407099e-01 
0.000000e+00 3.322648e+00 1.449643e-01 
0.000000e+00 3.367780e+00 1.491717e-01 
0.000000e+00 3.413525e+00 1.533314e-01 
0.000000e+00 3.459892e+00 1.574428e-01 
0.000000e+00 3.506888e+00 1.615057e-01 
0.000000e+00 3.554522e+00 1.655198e-01 
0.000000e+00 3.602804e+00 1.694851e-01 
0.000000e+00 3.651741e+00 1.734016e-01 
0.000000e+00 3.701343e+00 1.772698e-01 
0.000000e+00 3.751619e+00 1.810898e-01 
0.000000e+00 3.802578e+00 1.848621e-01 
0.000000e+00 3.854229e+00 1.885873e-01 
