#  Problem: Toro Problem #3 (Chapter 10.8)
#
#  Exact solution calculated using NUMERICA's HE-E1RPEXACT code.
#  (Chapter 4.9 of Toro's "Riemann Solvers and Numerical Methods
#  for Fluid Dynamics", 2nd edition).
#
#     Position         Density        Velocity        Pressure     Int. Energy
#
      0.000500        1.000000        0.000000     1000.000000     2500.000244
      0.001500        1.000000        0.000000     1000.000000     2500.000244
      0.002500        1.000000        0.000000     1000.000000     2500.000244
      0.003500        1.000000        0.000000     1000.000000     2500.000244
      0.004500        1.000000        0.000000     1000.000000     2500.000244
      0.005500        1.000000        0.000000     1000.000000     2500.000244
      0.006500        1.000000        0.000000     1000.000000     2500.000244
      0.007500        1.000000        0.000000     1000.000000     2500.000244
      0.008500        1.000000        0.000000     1000.000000     2500.000244
      0.009500        1.000000        0.000000     1000.000000     2500.000244
      0.010500        1.000000        0.000000     1000.000000     2500.000244
      0.011500        1.000000        0.000000     1000.000000     2500.000244
      0.012500        1.000000        0.000000     1000.000000     2500.000244
      0.013500        1.000000        0.000000     1000.000000     2500.000244
      0.014500        1.000000        0.000000     1000.000000     2500.000244
      0.015500        1.000000        0.000000     1000.000000     2500.000244
      0.016500        1.000000        0.000000     1000.000000     2500.000244
      0.017500        1.000000        0.000000     1000.000000     2500.000244
      0.018500        1.000000        0.000000     1000.000000     2500.000244
      0.019500        1.000000        0.000000     1000.000000     2500.000244
      0.020500        1.000000        0.000000     1000.000000     2500.000244
      0.021500        1.000000        0.000000     1000.000000     2500.000244
      0.022500        1.000000        0.000000     1000.000000     2500.000244
      0.023500        1.000000        0.000000     1000.000000     2500.000244
      0.024500        1.000000        0.000000     1000.000000     2500.000244
      0.025500        1.000000        0.000000     1000.000000     2500.000244
      0.026500        1.000000        0.000000     1000.000000     2500.000244
      0.027500        1.000000        0.000000     1000.000000     2500.000244
      0.028500        1.000000        0.000000     1000.000000     2500.000244
      0.029500        1.000000        0.000000     1000.000000     2500.000244
      0.030500        1.000000        0.000000     1000.000000     2500.000244
      0.031500        1.000000        0.000000     1000.000000     2500.000244
      0.032500        1.000000        0.000000     1000.000000     2500.000244
      0.033500        1.000000        0.000000     1000.000000     2500.000244
      0.034500        1.000000        0.000000     1000.000000     2500.000244
      0.035500        1.000000        0.000000     1000.000000     2500.000244
      0.036500        1.000000        0.000000     1000.000000     2500.000244
      0.037500        1.000000        0.000000     1000.000000     2500.000244
      0.038500        1.000000        0.000000     1000.000000     2500.000244
