# CIE cooling rates for atomic H/He from Black (1981), MNRAS, 197, 553.
# Cooling rates are given as Lambda / n_H^2 [erg s^-1 cm^-3].
# log(T) log(Cooling)
4.00	-26.2967
4.01	-26.0141
4.02	-25.7380
4.03	-25.4683
4.04	-25.2049
4.05	-24.9479
4.06	-24.6973
4.07	-24.4533
4.08	-24.2160
4.09	-23.9858
4.10	-23.7631
4.11	-23.5485
4.12	-23.3425
4.13	-23.1461
4.14	-22.9602
4.15	-22.7858
4.16	-22.6241
4.17	-22.4761
4.18	-22.3427
4.19	-22.2247
4.20	-22.1224
4.21	-22.0358
4.22	-21.9643
4.23	-21.9073
4.24	-21.8634
4.25	-21.8313
4.26	-21.8096
4.27	-21.7968
4.28	-21.7915
4.29	-21.7924
4.30	-21.7984
4.31	-21.8086
4.32	-21.8220
4.33	-21.8380
4.34	-21.8561
4.35	-21.8756
4.36	-21.8963
4.37	-21.9179
4.38	-21.9399
4.39	-21.9623
4.40	-21.9849
4.41	-22.0074
4.42	-22.0298
4.43	-22.0520
4.44	-22.0739
4.45	-22.0955
4.46	-22.1168
4.47	-22.1378
4.48	-22.1586
4.49	-22.1792
4.50	-22.1997
4.51	-22.2200
4.52	-22.2402
4.53	-22.2603
4.54	-22.2803
4.55	-22.3002
4.56	-22.3199
4.57	-22.3394
4.58	-22.3586
4.59	-22.3775
4.60	-22.3960
4.61	-22.4140
4.62	-22.4315
4.63	-22.4484
4.64	-22.4644
4.65	-22.4795
4.66	-22.4935
4.67	-22.5062
4.68	-22.5173
4.69	-22.5266
4.70	-22.5338
4.71	-22.5387
4.72	-22.5409
4.73	-22.5402
4.74	-22.5364
4.75	-22.5293
4.76	-22.5189
4.77	-22.5051
4.78	-22.4882
4.79	-22.4683
4.80	-22.4460
4.81	-22.4217
4.82	-22.3960
4.83	-22.3696
4.84	-22.3432
4.85	-22.3175
4.86	-22.2932
4.87	-22.2708
4.88	-22.2511
4.89	-22.2343
4.90	-22.2209
4.91	-22.2110
4.92	-22.2048
4.93	-22.2021
4.94	-22.2029
4.95	-22.2069
4.96	-22.2138
4.97	-22.2234
4.98	-22.2353
4.99	-22.2492
5.00	-22.2648
5.01	-22.2818
5.02	-22.2999
5.03	-22.3190
5.04	-22.3388
5.05	-22.3591
5.06	-22.3798
5.07	-22.4008
5.08	-22.4219
5.09	-22.4431
5.10	-22.4643
5.11	-22.4854
5.12	-22.5064
5.13	-22.5272
5.14	-22.5478
5.15	-22.5681
5.16	-22.5882
5.17	-22.6080
5.18	-22.6275
5.19	-22.6466
5.20	-22.6655
5.21	-22.6840
5.22	-22.7021
5.23	-22.7200
5.24	-22.7374
5.25	-22.7546
5.26	-22.7713
5.27	-22.7877
5.28	-22.8038
5.29	-22.8195
5.30	-22.8349
5.31	-22.8499
5.32	-22.8645
5.33	-22.8788
5.34	-22.8928
5.35	-22.9064
5.36	-22.9197
5.37	-22.9326
5.38	-22.9452
5.39	-22.9575
5.40	-22.9695
5.41	-22.9811
5.42	-22.9924
5.43	-23.0034
5.44	-23.0141
5.45	-23.0245
5.46	-23.0346
5.47	-23.0443
5.48	-23.0538
5.49	-23.0630
5.50	-23.0719
5.51	-23.0805
5.52	-23.0889
5.53	-23.0969
5.54	-23.1047
5.55	-23.1122
5.56	-23.1195
5.57	-23.1265
5.58	-23.1333
5.59	-23.1398
5.60	-23.1461
5.61	-23.1521
5.62	-23.1579
5.63	-23.1635
5.64	-23.1688
5.65	-23.1739
5.66	-23.1788
5.67	-23.1835
5.68	-23.1880
5.69	-23.1923
5.70	-23.1964
5.71	-23.2003
5.72	-23.2040
5.73	-23.2075
5.74	-23.2108
5.75	-23.2140
5.76	-23.2170
5.77	-23.2198
5.78	-23.2224
5.79	-23.2249
5.80	-23.2273
5.81	-23.2294
5.82	-23.2315
5.83	-23.2334
5.84	-23.2351
5.85	-23.2367
5.86	-23.2382
5.87	-23.2395
5.88	-23.2407
5.89	-23.2418
5.90	-23.2428
5.91	-23.2436
5.92	-23.2444
5.93	-23.2450
5.94	-23.2455
5.95	-23.2459
5.96	-23.2462
5.97	-23.2464
5.98	-23.2465
5.99	-23.2466
6.00	-23.2465
6.01	-23.2463
6.02	-23.2461
6.03	-23.2457
6.04	-23.2453
6.05	-23.2448
6.06	-23.2442
6.07	-23.2436
6.08	-23.2428
6.09	-23.2420
6.10	-23.2412
6.11	-23.2402
6.12	-23.2392
6.13	-23.2382
6.14	-23.2370
6.15	-23.2358
6.16	-23.2346
6.17	-23.2333
6.18	-23.2319
6.19	-23.2305
6.20	-23.2290
6.21	-23.2275
6.22	-23.2259
6.23	-23.2243
6.24	-23.2226
6.25	-23.2209
6.26	-23.2191
6.27	-23.2173
6.28	-23.2155
6.29	-23.2136
6.30	-23.2117
6.31	-23.2097
6.32	-23.2077
6.33	-23.2056
6.34	-23.2035
6.35	-23.2014
6.36	-23.1993
6.37	-23.1971
6.38	-23.1948
6.39	-23.1926
6.40	-23.1903
6.41	-23.1880
6.42	-23.1856
6.43	-23.1832
6.44	-23.1808
6.45	-23.1784
6.46	-23.1759
6.47	-23.1734
6.48	-23.1708
6.49	-23.1683
6.50	-23.1657
6.51	-23.1631
6.52	-23.1605
6.53	-23.1578
6.54	-23.1551
6.55	-23.1524
6.56	-23.1497
6.57	-23.1469
6.58	-23.1441
6.59	-23.1413
6.60	-23.1385
6.61	-23.1356
6.62	-23.1328
6.63	-23.1299
6.64	-23.1270
6.65	-23.1240
6.66	-23.1211
6.67	-23.1181
6.68	-23.1151
6.69	-23.1121
6.70	-23.1091
6.71	-23.1060
6.72	-23.1029
6.73	-23.0998
6.74	-23.0967
6.75	-23.0936
6.76	-23.0904
6.77	-23.0873
6.78	-23.0841
6.79	-23.0809
6.80	-23.0777
6.81	-23.0744
6.82	-23.0712
6.83	-23.0679
6.84	-23.0646
6.85	-23.0613
6.86	-23.0580
